id_cliente,cliente,genero,id_producto,producto,precio,cantidad,monto,forma_pago,fecreg
1,Raul Opazo,H,2,Nvidia,537.94,27,14524.38,Débito,2025-07-04 01:57:02.285000+00:00
3,Felipe Muñoz,H,10,Cisco,49.74,79,3929.46,Débito,2025-07-04 01:57:02.285000+00:00
8,Paola Rojas,M,2,Nvidia,537.94,6,3227.64,Efectivo,2025-07-04 01:57:02.285000+00:00
5,Mauricio Correa,H,10,Cisco,49.74,66,3282.84,Débito,2025-07-04 01:58:01.487000+00:00
10,Luisa Torres,M,5,Microsoft,375.6,98,36808.8,Efectivo,2025-07-04 01:59:01.515000+00:00
3,Felipe Muñoz,H,10,Cisco,49.74,95,4725.3,Efectivo,2025-07-04 01:59:01.515000+00:00
6,Carolina López,M,3,Meta,359.09,36,12927.24,Crédito,2025-07-04 01:59:01.515000+00:00
10,Luisa Torres,M,8,Salesforce,263.09,43,11312.87,Efectivo,2025-07-04 02:00:01.939000+00:00
8,Paola Rojas,M,1,Amazon,151.48,64,9694.72,Efectivo,2025-07-04 02:00:01.939000+00:00
8,Paola Rojas,M,2,Nvidia,537.94,38,20441.72,Débito,2025-07-04 02:00:01.939000+00:00
8,Paola Rojas,M,9,Disney,90.24,66,5955.84,Débito,2025-07-04 02:01:02.116000+00:00
5,Mauricio Correa,H,2,Nvidia,537.94,17,9144.98,Efectivo,2025-07-04 02:02:02.151000+00:00
10,Luisa Torres,M,2,Nvidia,537.94,63,33890.22,Efectivo,2025-07-04 02:03:01.568000+00:00
4,Eric Aracena,H,2,Nvidia,537.94,12,6455.28,Crédito,2025-07-04 02:03:01.568000+00:00
3,Felipe Muñoz,H,1,Amazon,151.48,92,13936.16,Débito,2025-07-04 02:04:01.772000+00:00
1,Raul Opazo,H,7,Apple,184.85,12,2218.2,Débito,2025-07-04 02:05:01.631000+00:00
9,Marlén Soto,M,1,Amazon,151.48,48,7271.04,Efectivo,2025-07-04 02:05:01.631000+00:00
5,Mauricio Correa,H,8,Salesforce,263.09,63,16574.67,Efectivo,2025-07-04 02:05:01.631000+00:00
